,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분, 카메라대수 ,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도 ,경도,데이터기준일자,지번주소,도로명주소,법정동
0,서울특별시동작구청,서울특별시 동작구 장승배기로23길 10,,생활방범,3,,,,,02-820-2906,37.510141,126.939452,2020-03-24,서울특별시 동작구 노량진동 234-5,서울특별시 동작구 장승배기로23길 10,노량진동
1,서울특별시동작구청,서울특별시 동작구 노량진로8길 40 마당쇠숯불갈비,,생활방범,3,,,,,02-820-2906,37.512401000000004,126.93758799999999,2020-03-24,서울특별시 동작구 노량진동 258-6,서울특별시 동작구 노량진로8길 40,노량진동
2,서울특별시동작구청,서울특별시 동작구 장승배기로18길 27,,생활방범,3,,,,,02-820-2906,37.507402,126.941599,2020-03-24,서울특별시 동작구 노량진동 227-5,서울특별시 동작구 장승배기로18길 25,노량진동
3,서울특별시동작구청,서울특별시 동작구 만양로14다길 7,,생활방범,1,,,,,02-820-2906,37.511299,126.94531,2020-03-24,서울특별시 동작구 노량진동 211-46,서울특별시 동작구 만양로 84,노량진동
4,서울특별시동작구청,서울특별시 동작구 장승배기로22길 44(노량진2동 226-15),,생활방범,1,,,,,02-820-2906,37.508595,126.94156100000001,2020-03-24,서울특별시 동작구 노량진동 226-1,서울특별시 동작구 장승배기로22길 36,노량진동
5,서울특별시동작구청,서울특별시 동작구 장승배기로19다길 24(노량진2동 302-27),,생활방범,1,,,,,02-820-2906,37.509271000000005,126.937572,2020-03-24,서울특별시 동작구 노량진동 302-27,서울특별시 동작구 장승배기로19다길 24,노량진동
6,서울특별시동작구청,서울특별시 동작구 장승배기로24가길 39(노량진1동 232-52),,생활방범,1,,,,,02-820-2906,37.511253,126.942072,2020-03-24,서울특별시 동작구 노량진동 232-11,서울특별시 동작구 장승배기로24가길 39,노량진동
7,서울특별시동작구청,서울특별시 동작구 노량진로26길 65(노량진1동 485-2),,생활방범,1,,,,,02-820-2906,37.5097,126.955522,2020-03-24,서울특별시 동작구 본동 485-2,서울특별시 동작구 노량진로26길 65,본동
8,서울특별시동작구청,서울특별시 동작구 노량진로18길 20(노량진1동 408-1),,생활방범,3,,,,,02-820-2906,37.511993,126.95097,2020-03-24,서울특별시 동작구 본동 344-12,서울특별시 동작구 노량진로18길 21-1,본동
9,서울특별시동작구청,서울특별시 동작구 상도로60길 35(상도1동 126-65) 동녘빌라,,생활방범,3,,,,,02-820-2906,37.492257,126.954596,2020-03-24,서울특별시 동작구 상도동 126-65,서울특별시 동작구 상도로60길 35,상도동
10,서울특별시동작구청,서울특별시 동작구 상도로67길 20(상도1동 504-13) 할인마트,,생활방범,4,,,,,02-820-2906,37.494556,126.956525,2020-03-24,서울특별시 동작구 상도동 504-13,서울특별시 동작구 상도로67길 21,상도동
11,서울특별시동작구청,서울특별시 동작구 상도로41가길 6(상도1동 465),,생활방범,4,,,,,02-820-2906,37.502511,126.950148,2020-03-24,서울특별시 동작구 상도1동 465-1,서울특별시 동작구 상도로41가길 3,상도1동
12,서울특별시동작구청,서울특별시 동작구 상도로 41길 50(상도1동 440),,생활방범,4,,,,,02-820-2906,37.502509,126.95185,2020-03-24,서울특별시 동작구 상도1동 465-1,서울특별시 동작구 상도로41길 50,상도1동
13,서울특별시동작구청,서울특별시 동작구 상도로47다길 32(상도1동 319-1),,생활방범,4,,,,,02-820-2906,37.501578,126.95316100000001,2020-03-24,서울특별시 동작구 상도1동 319-1,서울특별시 동작구 상도로47다길 32,상도1동
14,서울특별시동작구청,서울특별시 동작구 상도로56길 6(상도1동 473-7),,생활방범,4,,,,,02-820-2906,37.496134000000005,126.952592,2020-03-24,서울특별시 동작구 상도동 473-7,서울특별시 동작구 상도로56길 6,상도동
15,서울특별시동작구청,서울특별시 동작구 상도로15마길 22(상도2동 356-85) 서진파크빌라,,생활방범,4,,,,,02-820-2906,37.503376,126.93361399999999,2020-03-24,서울특별시 동작구 상도동 356-13,서울특별시 동작구 상도로15마길 22,상도동
16,서울특별시동작구청,서울특별시 동작구 상도로15아길 18(상도2동 361-52) 에비앙 엘리지,,생활방범,3,,,,,02-820-2906,37.504265999999994,126.93463999999999,2020-03-24,서울특별시 동작구 상도동 361-16,서울특별시 동작구 상도로15아길 15,상도동
17,서울특별시동작구청,서울특별시 동작구 상도로26가길 8(상도2동 183-22) 오륙도해물탕,,생활방범,3,,,,,02-820-2906,37.503636,126.93826899999999,2020-03-24,서울특별시 동작구 상도동 183-11,서울특별시 동작구 상도로26가길 6-1,상도동
18,서울특별시동작구청,서울특별시 동작구 만양로1길 18(상도2동 22-43),,생활방범,3,,,,,02-820-2906,37.506361,126.946482,2020-03-24,서울특별시 동작구 상도동 22-52,서울특별시 동작구 만양로1길 15,상도동
19,서울특별시동작구청,서울특별시 동작구 대방동2길 38,,생활방범,3,,,,,02-820-2906,37.502696,126.92773799999999,2020-03-24,서울특별시 동작구 대방동 392-25,서울특별시 동작구 대방동2길 35,대방동
20,서울특별시동작구청,서울특별시 동작구 국사봉10길 20(상도3동 299-109) 그린빌라,,생활방범,3,,,,,02-820-2906,37.495284000000005,126.93111,2020-03-24,서울특별시 동작구 상도동 299-3,서울특별시 동작구 국사봉10길 20,상도동
21,서울특별시동작구청,서울특별시 동작구 성대로6가길 41(상도3동 256-219),,생활방범,4,,,,,02-820-2906,37.496947999999996,126.933476,2020-03-24,서울특별시 동작구 상도동 256-186,서울특별시 동작구 성대로6가길 47,상도동
22,서울특별시동작구청,서울특별시 동작구 국사봉5길 1(상도3동 304-6),,생활방범,4,,,,,02-820-2906,37.49776,126.93021599999999,2020-03-24,서울특별시 동작구 상도동 320-9,서울특별시 동작구 국사봉5길 1,상도동
23,서울특별시동작구청,서울특별시 동작구 성대로21가길 29(상도4동 244-47) 한아름슈퍼,,생활방범,3,,,,,02-820-2906,37.499266999999996,126.935076,2020-03-24,서울특별시 동작구 상도동 244-47,서울특별시 동작구 성대로21가길 29,상도동
24,서울특별시동작구청,서울특별시 동작구 성대로10길 55(상도4동 279-52) 행복슈퍼,,생활방범,4,,,,,02-820-2906,37.495933,126.93643,2020-03-24,서울특별시 동작구 상도동 279-20,서울특별시 동작구 성대로10길 55,상도동
25,서울특별시동작구청,서울특별시 동작구 성대로31길 33(상도4동 202-221),,생활방범,4,,,,,02-820-2906,37.500228,126.938806,2020-03-24,서울특별시 동작구 상도동 202-221,서울특별시 동작구 성대로31길 33,상도동
26,서울특별시동작구청,서울특별시 동작구 양녕로28길 54(상도4동 211-132) 구립우리어린이집,,생활방범,5,,,,,02-820-2906,37.498074,126.946702,2020-03-24,서울특별시 동작구 상도동 211-132,서울특별시 동작구 양녕로28길 54,상도동
27,서울특별시동작구청,서울특별시 동작구 서달로8가길2(흑석동 93-147),,생활방범,3,,,,,02-820-2906,37.505868,126.961821,2020-03-24,서울특별시 동작구 흑석동 93-146,서울특별시 동작구 서달로8가길 2,흑석동
28,서울특별시동작구청,서울특별시 동작구 서달로10길 64(흑석동 84-10),,생활방범,1,,,,,02-820-2906,37.504228000000005,126.962923,2020-03-24,서울특별시 동작구 흑석동 90-25,서울특별시 동작구 서달로10길 64,흑석동
29,서울특별시동작구청,서울특별시 동작구 흑석로3길 38-1(흑석동 200-12),,생활방범,3,,,,,02-820-2906,37.508554,126.955996,2020-03-24,서울특별시 동작구 흑석동 204-170,서울특별시 동작구 흑석로3길 35-1,흑석동
30,서울특별시동작구청,서울특별시 동작구 서달로6길 19(흑석동 79-24),,생활방범,3,,,,,02-820-2906,37.503285999999996,126.961867,2020-03-24,서울특별시 동작구 흑석동 79-27,서울특별시 동작구 서달로6길 19,흑석동
31,서울특별시동작구청,서울특별시 동작구 대방동3길 39,,생활방범,4,,,,,02-820-2906,37.501290000000004,126.925405,2020-03-24,서울특별시 동작구 대방동 391-601,서울특별시 동작구 대방동3길 39,대방동
32,서울특별시동작구청,서울특별시 동작구 대방동2길 22,,생활방범,2,,,,,02-820-2906,37.501632,126.928497,2020-03-24,서울특별시 동작구 대방동 393-25,서울특별시 동작구 대방동2길 22,대방동
33,서울특별시동작구청,서울특별시 동작구 등용로4길 43(대방동 13-4),,생활방범,4,,,,,02-820-2906,37.507540000000006,126.934881,2020-03-24,서울특별시 동작구 노량진동 294-545,서울특별시 동작구 등용로4길 48,노량진동
34,서울특별시동작구청,서울특별시 동작구 여의대방로62길 14(대방동 101-5)  주정차-24 같이,,생활방범,4,,,,,02-820-2906,37.513961,126.927954,2020-03-24,서울특별시 동작구 대방동 87-6,서울특별시 동작구 여의대방로62길 12,대방동
35,서울특별시동작구청,서울특별시 동작구 대방동 9길 14(대방동 391-249),,생활방범,3,,,,,02-820-2906,37.502113,126.926474,2020-03-24,서울특별시 동작구 대방동 391-222,서울특별시 동작구 대방동7길 11,대방동
36,서울특별시동작구청,서울특별시 동작구 여의대방로24라길 13(대방동 415-47),,생활방범,3,,,,,02-820-2906,37.498486,126.92241000000001,2020-03-24,서울특별시 동작구 대방동 466-11,서울특별시 동작구 여의대방로24라길 13,대방동
37,서울특별시동작구청,서울특별시 동작구 신대방2나길 1(신대방1동 621-1) 경농상회 앞,,생활방범,3,,,,,02-820-2906,37.489637,126.971126,2020-03-24,서울특별시 동작구 사당동 1133-11,서울특별시 동작구 사당로23바길 9,사당동
38,서울특별시동작구청,서울특별시 동작구 신대방1길 72(신대방1동 696-4),,생활방범,3,,,,,02-820-2906,37.485881,126.90786100000001,2020-03-24,서울특별시 동작구 신대방동 702-4,서울특별시 동작구 신대방1길 71,신대방동
39,서울특별시동작구청,서울특별시 동작구 신대방1동 631-38 문창초등학교 옆,,생활방범,3,,,,,02-820-2906,37.488202,126.913845,2020-03-24,서울특별시 동작구 신대방동 459-5,서울특별시 동작구 신대방2길 14,신대방동
40,서울특별시동작구청,서울특별시 동작구 신대방1동 459-5 문창초등학교 옆,,생활방범,2,,,,,02-820-2906,37.489168,126.91563500000001,2020-03-24,서울특별시 동작구 신대방동 459-5,서울특별시 동작구 신대방2길 14-19,신대방동
41,서울특별시동작구청,서울특별시 동작구 신대방14길 15(신대방1동 600-57) 천안슈퍼 부근,,생활방범,4,,,,,02-820-2906,37.489686,126.91113999999999,2020-03-24,서울특별시 동작구 신대방동 601-66,서울특별시 동작구 신대방14길 15,신대방동
42,서울특별시동작구청,서울특별시 동작구 신대방14가길 47(신대방1동 632-58),,생활방범,3,,,,,02-820-2906,37.489872,126.91333600000002,2020-03-24,서울특별시 동작구 신대방동 632-13,서울특별시 동작구 신대방2나길 30-1,신대방동
43,서울특별시동작구청,서울특별시 동작구 여의대방로22카길 47(신대방2동 360-186) 로얄빌라,,생활방범,3,,,,,02-820-2906,37.496137,126.925826,2020-03-24,서울특별시 동작구 신대방동 360-186,서울특별시 동작구 여의대방로22카길 50,신대방동
44,서울특별시동작구청,서울특별시 동작구 국사봉2길 29(신대방동 339-21),,생활방범,3,,,,,02-820-2906,37.497135,126.928482,2020-03-24,서울특별시 동작구 신대방동 338-25,서울특별시 동작구 국사봉2길 35,신대방동
45,서울특별시동작구청,서울특별시 동작구 서울특별시 동작구 보라매로9길 12(신대방2동 344-88),,생활방범,4,,,,,02-820-2906,37.495,126.92644299999999,2020-03-24,서울특별시 동작구 신대방동 344-88,서울특별시 동작구 보라매로9길 12,신대방동
46,서울특별시동작구청,서울특별시 동작구 여의대방로22라길 23(신대방2동 366-131),,생활방범,5,,,,,02-820-2906,37.495315000000005,126.92335700000001,2020-03-24,서울특별시 동작구 신대방동 366-132,서울특별시 동작구 여의대방로22라길 23,신대방동
47,서울특별시동작구청,서울특별시 동작구 동작대로29가길 18(사당2동 89-52),,생활방범,3,,,,,02-820-2906,37.488725,126.98150700000001,2020-03-24,서울특별시 동작구 사당동 89-52,서울특별시 동작구 동작대로29가길 18,사당동
48,서울특별시동작구청,서울특별시 동작구 동작대로 43길 35 (사당2동 102-7) 청남빌라,,생활방범,4,,,,,02-820-2906,37.49718,126.98061000000001,2020-03-24,서울특별시 동작구 동작동 329,서울특별시 동작구 동작대로43길 35,동작동
49,서울특별시동작구청,서울특별시 동작구 동작대로35가길 56(사당2동 68-18) 현대슈퍼 앞,,생활방범,3,,,,,02-820-2906,37.491329,126.97875400000001,2020-03-24,서울특별시 동작구 사당동 64-98,서울특별시 동작구 동작대로35가길 55,사당동
50,서울특별시동작구청,서울특별시 동작구 동작대로27길 38(사당2동 129-11),,생활방범,4,,,,,02-820-2906,37.487471,126.97992099999999,2020-03-24,서울특별시 동작구 사당동 105,서울특별시 동작구 동작대로27길 38,사당동
51,서울특별시동작구청,서울특별시 동작구 동작대로29길 63-1(사당2동 127-40),,생활방범,3,,,,,02-820-2906,37.488665999999995,126.97865300000001,2020-03-24,서울특별시 동작구 사당동 708-646,서울특별시 동작구 동작대로29길 63,사당동
52,서울특별시동작구청,서울특별시 동작구 남부순환로257가길 32(사당1동 419-24) 서안주택,,생활방범,1,,,,,02-820-2906,37.4788,126.975572,2020-03-24,서울특별시 동작구 사당동 419-158,서울특별시 동작구 남부순환로257가길 32,사당동
53,서울특별시동작구청,서울특별시 동작구 남부순환로259길 10(사당1동 1050-2) 홈플러스 앞,,생활방범,3,,,,,02-820-2906,37.476405,126.972527,2020-03-24,서울특별시 동작구 사당동 1110,서울특별시 동작구 남부순환로259길 11,사당동
54,서울특별시동작구청,서울특별시 동작구 사당로20길 63(사당1동 431-4),,생활방범,1,,,,,02-820-2906,37.480336,126.975619,2020-03-24,서울특별시 동작구 사당동 431-4,서울특별시 동작구 사당로20길 63,사당동
55,서울특별시동작구청,서울특별시 동작구 남부순환로265길 21(사당1동 1048-19),,생활방범,4,,,,,02-820-2906,37.47717,126.97471100000001,2020-03-24,서울특별시 동작구 사당동 1048-43,서울특별시 동작구 남부순환로265길 21,사당동
56,서울특별시동작구청,서울특별시 동작구 사당로29길 26(사당3동 141-97) 보람아트빌,,생활방범,3,,,,,02-820-2906,37.485535999999996,126.97826,2020-03-24,서울특별시 동작구 사당동 141-97,서울특별시 동작구 사당로29길 26,사당동
57,서울특별시동작구청,서울특별시 동작구 동작대로35길 43(사당2동 69-13),,생활방범,1,,,,,02-820-2906,37.491442,126.98031,2020-03-24,서울특별시 동작구 사당동 708-1117,서울특별시 동작구 동작대로35길 37,사당동
58,서울특별시동작구청,서울특별시 동작구 사당로27길 12(사당3동 141-160),,생활방범,5,,,,,02-820-2906,37.484973,126.97891399999999,2020-03-24,서울특별시 동작구 사당동 708-552,서울특별시 동작구 사당로29길 7,사당동
59,서울특별시동작구청,서울특별시 동작구 사당로9나길7(사당3동 220-38),,생활방범,4,,,,,02-820-2906,37.486125,126.97030500000001,2020-03-24,서울특별시 동작구 사당동 220-6,서울특별시 동작구 사당로9나길 7,사당동
60,서울특별시동작구청,서울특별시 동작구 솔밭로 74-1(사당5동 235-61) 구립우리어린이집,,생활방범,3,,,,,02-820-2906,37.483101,126.967271,2020-03-24,서울특별시 동작구 사당동 235-60,서울특별시 동작구 솔밭로 74-1,사당동
61,서울특별시동작구청,서울특별시 동작구 사당로2자길 2-15(사당5동 188-12),,생활방범,4,,,,,02-820-2906,37.489331,126.964628,2020-03-24,서울특별시 동작구 사당동 708-1110,서울특별시 동작구 사당로2길 72,사당동
62,서울특별시동작구청,서울특별시 동작구 사당로2차길 36(사당5동 206-16),,생활방범,5,,,,,02-820-2906,37.487015,126.965974,2020-03-24,서울특별시 동작구 사당동 203-10,서울특별시 동작구 사당로2가길 173,사당동
63,서울특별시동작구청,서울특별시 동작구 사당로14길 38(사당4동 278-50) 세븐일레븐,,생활방범,3,,,,,02-820-2906,37.482634999999995,126.971011,2020-03-24,서울특별시 동작구 사당동 278-31,서울특별시 동작구 사당로14길 38,사당동
64,서울특별시동작구청,서울특별시 동작구 사당로16길 14(사당4동 266-2),,생활방범,3,,,,,02-820-2906,37.482728,126.97348000000001,2020-03-24,서울특별시 동작구 사당동 318-74,서울특별시 동작구 사당로16길 17,사당동
65,서울특별시동작구청,서울특별시 동작구 남부순환로255라길 4(사당4동 303-27),,생활방범,4,,,,,02-820-2906,37.477351,126.970335,2020-03-24,서울특별시 동작구 사당동 303-29,서울특별시 동작구 남부순환로255라길 4,사당동
66,서울특별시동작구청,서울특별시 동작구 사당로20다길 15(사당4동 316-32),,생활방범,4,,,,,02-820-2906,37.480667,126.973501,2020-03-24,서울특별시 동작구 사당동 316-42,서울특별시 동작구 사당로20다길 15,사당동
