tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,YIRcJDDqi_2D6bZoZR5gAP6V2aLTyti2-hBIL4JOiD58HAc,트위치 아라드,480,134,100,False,False,True,False
GRANDMASTER,ehFAqrw3W12ycp4JAb8cHu-E9v3JRKIZ3q6VTL5oOKx0-BA,jug242,303,95,84,True,False,False,False
GRANDMASTER,dt7tu-Csns8hVnnBEx3HGV0tpZ8_lr73ANj0p_Qz88vkeQ,급하게하지마세요,299,40,24,False,False,True,False
GRANDMASTER,N5iXcz5XCGr-WcFLgIyXq96W_toYpJd9z1QAXleXzwxEhCU,멀리멀리날아라,258,68,33,False,False,True,False
GRANDMASTER,DUJtBxWFkxjqtCp7UFlovkmJreEsVJqMhDL2dDrwLuoOSA,바 드 본 좌,239,205,198,True,False,False,False
GRANDMASTER,_qnXKNq6XOmbShEx2FKgIi72FbAND41Y__gvFLB4uBfdIR4,03 JGL,315,468,438,False,False,True,False
GRANDMASTER,4BKoNN23TamH4sqedrwEx53OzYEpJ0kv4R9kRvWrpmasVyo,GCA Star,238,235,221,False,False,False,False
GRANDMASTER,wKv1dzAc8Yx1wTtT-rVDkEq4R5awOUgGmvZg82TvBVg14d8,하니로아,269,229,208,False,False,True,True
GRANDMASTER,nAjlrR0_36OMpVgIwyg06lmOykFKQ70U-9O3CmfR2HYYzk4,내가 뭘 하는건지,621,323,311,False,False,True,True
GRANDMASTER,CZflheioBOHPuAVWpBNyDPCPuqShr84PoUFxQBX5CtCP74c,emulp1,436,347,268,True,False,False,False
GRANDMASTER,ESjhuBp4HO5IcKq9Dk8ibBQuNTAt9gKuxwvH6LtHDi9GH9U,zhyscxlg,516,351,307,False,False,True,False
GRANDMASTER,eM_H1iUivUvdRkzBLKpoPU_eqUcs-Kh1NUFheonX7pQ6AJI,Challenger Kat,275,232,142,False,False,True,False
GRANDMASTER,V7c-J2WUJHgRHfCin0RuMvLmzEDJyHtY9R4e9Miy7NmE6zs,dodge game,552,384,352,False,False,True,True
GRANDMASTER,S7V88gzTh-lWioEQp9t3rSi7re_jMwmbpGuobX5hTgMDGqU,FaZe broky,512,294,275,False,False,False,False
GRANDMASTER,RlsXbHGO6_69gsla9gflZsHGa-KziYcl8i43h8xISNM_vnI,Brion Doil,295,303,279,False,False,False,False
GRANDMASTER,zATkH5DaQvThOkgTB-Pfm0udZKkqOSrq42vtWQ0UuFN80A,mingkey00,447,118,89,False,False,False,False
GRANDMASTER,6GTLA_TSVs0-2sQJUzBsTT7UEe2CgDeFnhI2fGm8KQFY6ts,i am jo jo,217,434,403,False,False,False,False
GRANDMASTER,XNJM-bOtbtIa14FndAqwwHs96qbgnEAH6bM3xgD58CDWnAg,은 택,294,362,347,False,False,False,True
GRANDMASTER,k6ns-ghypxxZSE8vYqGk2qeEh_4nVg0OfhSUP0SnU7fS2mA,역시폭근,401,107,65,False,False,False,False
GRANDMASTER,Quv9VDOd2IRiEddFXfdwgMnuRM9IKTaKFxnlY7b7ZtMxPA,돈까스틱,259,205,185,False,False,False,False
GRANDMASTER,_N3JVBK8e0B7BLrNxw84w0WaFQZAF_Bk1Oa9HrtFoxRkKw,Awesome Ferris,442,166,136,False,False,False,True
GRANDMASTER,q5z2z185bG1Kc_PGFnpfYlWIBzulr6nHYu2kPUK1oW80qA,호성이,196,112,95,False,False,True,True
GRANDMASTER,pW_Dy_6J7HaJgDCwhlDYdRF4qZWP8G6IjHhYht7wEtfQG4Q,과거의 꿈,279,266,260,True,False,False,False
GRANDMASTER,kFDsHukSBv2pzPk3wGAZrJv0tStS172kPBRHMjS5jsRho0k,jiejiejie,345,398,382,False,False,True,True
GRANDMASTER,ksE0kN_1mDfQnu7EfaceX3nmfZKYhOXGDVx_HYMlTsLauUs,승지부기,567,60,35,False,False,False,False
GRANDMASTER,kwWis8gKond9yMWLCccVhat8gQy91JpbczqMyg_vMsFPoTI,Twitch TV donko,525,379,347,True,False,False,False
GRANDMASTER,ns3e8ktAPqeoLFhUfD5exY0i_Uz6umPwTNfygU2V0JED0Q,넥넷피한,400,79,53,False,False,False,False
GRANDMASTER,Exee90FrdlRAYlAy8OqiTArc2qIpnpVqSBbyBCe7RIiVPs8,내가잘했네,584,152,131,False,False,True,False
GRANDMASTER,Sy0AcDgxR_0uTRGqqQPf8GzjBmSMonW_-QCkdwN8o_5cxv4,ikusikus,251,225,196,False,False,True,False
GRANDMASTER,cgyKQwIBWf9WpXIwoalqdvwZsBQWl3-pOUWlxHb2xjypfXQ,Gipsy였던것,372,593,575,False,False,True,False
GRANDMASTER,8msmozAKL1xMuwUAIM4jBVSN81t-P5i3miCMw8NiXRUAX2s,FWliuhao,287,423,453,False,False,True,False
GRANDMASTER,mjf76ugcxWxRdqSPnAYJ-6QCxL3EE0Q3nhg6G3tINWd2JgM,새벽호수공원,243,130,112,False,False,False,False
GRANDMASTER,LIhDwLGEmY9xuqcpy1J_rA7Gl1L2Q79WgkU8k3XJpUwvsw,어둠둥잔,487,299,292,False,False,True,False
GRANDMASTER,IH1jGoGyTPhpGaiAGF8ZDYmDZpRfugj20pbAyA5ums_oOE8,돌거북이힘을숨김,239,187,155,False,False,True,True
GRANDMASTER,0tAAmCY6TUspGsiDXDc6cy4a2CRipgCi0FuTiZMmMxCg1Q,현성S2재현,308,127,98,False,False,True,False
GRANDMASTER,bGh7rVfJMrGMnrCrbg0yECDjIg15jhDk7TTCloZKFg9Aezs,ping siba,462,373,350,False,False,False,False
GRANDMASTER,-Xabvz28bQzJSPqbkhbiHcEdzktQyXmlD7AXzNEPwMxGe2Q,7777k,518,329,291,False,False,False,False
GRANDMASTER,uAmi5biXIWNi2L0KnnirI1tAp9W84Byc6Qui7ID1KJz8oA,CHANGMO2,250,280,264,False,False,True,False
GRANDMASTER,EO5oUVAkMPRWtGMpxD-KaIsKdZ0Pd_D50Ya8Et5XgdLXcg,기도메타올라프,469,170,143,False,False,False,False
GRANDMASTER,NHADLfY7tQpI1nKkRTYIXLnLVpxnayRLmw4FjOjWfnedH9A,앙 김뭉치,240,246,223,False,False,False,False
GRANDMASTER,WKms1dw_30puYOyelhpogIZjf84LQ3ZPDccpTVDDQOV0-qQ,고개를 들어 ,263,140,115,False,False,False,False
GRANDMASTER,d4N_SrzuvZ1a3YEn05_ifwZ6X5CRwNDcY8uzUcE1554_yEs,그냥 승리를 원해,271,122,97,False,False,False,True
GRANDMASTER,ygWIvKngzXwsi7IiG1-SVwzjRGtM5J0JWLzvzZXy19ODUA,커피물조절장인,310,258,238,True,False,False,False
GRANDMASTER,jA9gvwG07yFvUi2GuKC1JfI_sAXovzslYsKUkZ9XzmtLyXA,Sangchu,489,139,138,False,False,False,True
GRANDMASTER,k26ydbbZOqLVBWZykA6hdgIqM8ucDU6LGdjEWJNG_HckgLU,tuimaykhaugN,254,286,260,True,False,False,False
GRANDMASTER,2I3rSKNEEH75EktTivg435efKgKXEn7SFiKxuBGGExhWe_U,teamuoon,146,316,296,False,False,True,False
GRANDMASTER,iqsEWclvJ4Wh8gM85lqdTMePiRGWyNXPNMYWKwBkQuqzdtY,Iron1 Sugiura,380,205,182,True,False,False,False
GRANDMASTER,qf3t-LShwTUYAAHXvhCSRHT2WGFQIUssnMN6KIcvDx8BCg,tinychild,333,207,177,False,False,True,False
GRANDMASTER,xw9OopQXDjvPNNY0evYQA3uyoW51kQJt1SSoxt4DmDrjFA,xingyixing,510,470,416,True,False,False,False
GRANDMASTER,xt267_LcRXVHVWjAYJCO1uCI8kM7ZExDjjhEehYypgpphEg,shiliruci,402,322,303,True,False,False,False
GRANDMASTER,jSJDfvOj0w4SrCKreBwTGi0yOB2bKwLwpHqqW6z9PVk810w,AlphaGoTest004,321,135,56,False,False,False,False
GRANDMASTER,lPwCVT_xqqlABxjZGm4qJn_0tdkSbLIEOx9ik4SNj7E2KdU,뚤루루2,350,204,181,False,False,False,True
GRANDMASTER,TvSSSRhwJLZflo9jBchXsd1Yqfh-VCsr9ZpP_qtoAXtwvmg,됨니까,307,343,319,False,False,False,False
GRANDMASTER,wTI05slGM-1TThyDsLx3Z3Zeb_9_n9paurdxWgX6SFU0c7c,cl666,319,264,246,False,False,True,True
GRANDMASTER,X2A0BHschpnr-V7dTR6DkQf9m-_GFkEaXSk-ue-IxMs-pa4,SANDBOX JoKer,514,192,163,False,False,True,False
GRANDMASTER,S36aoJOc7YFvFQ9iS5KQqq7IfIflyO71zimcCgjQZimMCUY,fabaju,443,288,264,False,False,True,False
GRANDMASTER,Wq0SIeeGcU3ybJiDoccGZgpLgaLbPnM7_PuvIbQnJYuUSRA,NoSmiteMan,241,228,202,False,False,True,False
GRANDMASTER,PUiS5xd1CUZb6ekSKncS_QFe4Yf7BMdSh5KjB3a50phHeB8,엘 림,234,203,199,False,False,False,False
GRANDMASTER,nxrk9FWMJXwLw_bmMxY7outVn4jy-0kglVCSZUWov3HNLrU,FA BUGI,439,128,113,False,False,True,True
GRANDMASTER,5Efws3I0DIxl8uDj9Knz-lZzMuncG0-xNOT_J3Sckh7TrA,니만노련다,257,131,110,False,False,True,False
GRANDMASTER,ypxYAe1piPWaFLhwAk5r_GtZOOv0vRvML8uiYiWS1rLfVJc,노력하다,307,132,110,False,False,False,False
GRANDMASTER,UeUWCav-t9fQCFGHqx7HkpqVJyvK5ogqyHQYducoKlCdN70,YongMin2,201,317,282,False,False,False,False
GRANDMASTER,W8ld7j15Tk0tjOyxqTGRIGLwg1f1X6mHWJKwY0lHQTjkyoE,아이가 돌아왔다,342,74,56,False,False,True,False
GRANDMASTER,ruA5XNvvYf63kDbA7fEd4bH3Jo7yn-K8z7T0Qr17ZyC-Nqs,bot gap game,208,97,72,False,False,True,True
GRANDMASTER,872tfdxAJvRh2wJpDbI0-1iFiwynhMqGOwChCEyWVgahPQ8,TwitchTV 김망치,601,153,127,False,False,True,True
GRANDMASTER,zGGt6dMfC_G9F7i_KSa8W2gs9lZQEr81gDBIZ9u51JnpHnA,77GameVIC,195,118,116,False,False,True,False
GRANDMASTER,5LQ-ErsUcN45lQoFv3rQbcX7a4kFW8Wbk7teYYtmpaGmI6k,Bei ji xing,217,215,205,False,False,True,False
GRANDMASTER,CwQdfxmWXerWAgjI-PUjHJx34RqiKElCuTQRht3pfBCQMw,everything1need,209,234,224,False,False,True,False
GRANDMASTER,GPjy-qtU8sRG9pI5np29T1BgG2ljCmkfEuCbi6lmfoIfxts,Gen G Wize,603,454,436,True,False,False,True
GRANDMASTER,8Tm9p6wIzcO8GIVCImGKzDXm-5RsGWgjamerlLEhh0igjGQ,정점파이크유튜브,375,217,192,False,False,True,True
GRANDMASTER,h2UECC2kO9tJFP43sw-ZRp3TmSwsPf1_SCz2lDjFlrZGC-w,blwy1,503,165,138,False,False,True,False
GRANDMASTER,dN2crEYO96qDHtZV0lWLJ30WfFws5SPdjczH25-jFfVAhIA,1ackairay,456,128,96,False,False,True,False
GRANDMASTER,JbQu6WMi-mrjIaJhjdlsrxqGjEiQbMOTqkkXp8Tf25HIC7o,Keep calm and C,301,396,301,False,False,False,False
GRANDMASTER,Oz7EjTkNk_s44WX2vC6z_H5wiHJLXnGsMHCwt5ilX-n3hIQ,암살몬,326,116,61,False,False,False,False
GRANDMASTER,k2CCvORIQGL0HsVkkCPEqdOLHBtx3g_QfYCN1_udS3l75mk,WithTheBell,264,124,82,False,False,False,False
GRANDMASTER,lgvNAcyaKfEv8J-viCwWROIe25OBYsCgGA-7ozOyglW5yQY,여죽남포,212,141,126,False,False,False,False
GRANDMASTER,9C6f6nDNro_0ZbD5LBO6WvzF03fC7jh_9m2c4qx7VxYE1g0,MCX Bruce,389,295,274,False,False,False,False
GRANDMASTER,zQPZLc3mALWQj6RViCpey8SWngp2PjgA3FV0pO87h-YnPTw,투니버스리즈시절,233,211,206,False,False,False,False
GRANDMASTER,JV11KHn6tb6A9sogOA2KlXGsVKceij7pGDId7nqVPjUEzvI,Unisia,200,319,299,False,False,True,False
GRANDMASTER,_IgwJ4wBrtHTNswv-yKwh0fq3XVYmk6V5_yLX1pqw1IsmQ,하지맨,237,182,158,False,False,True,False
GRANDMASTER,FxvbsQn0_3yGp1CMZ6tdJrEcZdUlp3h7w7X-Nu4UENvFPA,Red Li W,312,396,391,False,False,False,False
GRANDMASTER,kjSiWPuDbCWbOTtKK_dicDmIDQDv1C97Qab70Dz_YjllJHg,DalKa,327,71,44,False,False,True,True
GRANDMASTER,AmNGEtcQlad6ZthmzM15Ias2bMg-sn_K3FcpUBUhS1EGTMc,3레벨 바텀다이브,314,234,214,False,False,False,True
GRANDMASTER,Ft3mjSSPOiOiH4epb5MNKhvZ7VJWggH254Hs60Q2qbXEIWE,Lego77,372,167,185,False,False,False,False
GRANDMASTER,bjpzbdnhwbCqCsR9avADo_9W8W24D0CMGe9qzQcOWaHN_fA,AF HamBak ,493,374,341,True,False,False,False
GRANDMASTER,PqMvKR-09Vy1vahY-fcdF728-2ZSB_RevLdn-GqNn_6pqHU,초보원딜러,241,272,202,True,False,False,False
GRANDMASTER,EIHe6oPU6X18J6kvxuKkr0sPZbGKFJEKyqB66UA4m14ekw,죽기장인,511,104,76,True,False,False,True
GRANDMASTER,kpq_r4uf7C3WDRJeSg99ouB12nAX_bLZ1fEtIV8x5Kshz7k,Set it Off,236,200,179,False,False,True,False
GRANDMASTER,6wyKxV5VdmwJEoQYW2xK80KTA3B4xVY9ug1MaG304k96bA,이보검,406,207,155,False,False,False,False
GRANDMASTER,DLQEcQtBX6agMQoWPeZWjejF7vAoz416wLwcEK35BH_Wnk0,마이티베어,418,142,84,False,False,False,False
GRANDMASTER,9mbkWsUvG19RbUtmhQUchi80Uiyc8nzH-vZH9Uy5a_4fjuw,물다이아123,210,84,64,False,False,False,False
GRANDMASTER,eHwv4zhm64UvAi3f1sxpWL-VV2zcb7f60wsFu8QPgMJLBxA,기앵강단,239,67,41,False,False,False,False
GRANDMASTER,Eiobcxwp-Y5scIkvaLVSLyO9FAKfCCQ4izIC1pHArmU59oM,dangyadangyadang,202,289,283,True,False,False,False
GRANDMASTER,n65v4LytFvgEBR_lepkWQmFSI2gpPCyIdFsTPjrh--4s34U,T1 Gumayusi 팬,243,208,199,True,False,False,False
GRANDMASTER,mBEdTYIPz1I-sOPj71JfW48yZ4OUp59gnGkX354zRPC6Lw,상구놈,210,248,226,False,False,True,True
GRANDMASTER,ov-7vD_yYAXNkP1R4-xgoOOBeVXFLkZKpG-OLi5g1dWpxnE,Elixnagnip,300,150,129,True,False,False,False
GRANDMASTER,k_EI7h78YyYG4H9wyNnJw7ifxQhPO7-chCEtP_TS6bBo2TM,fwerhao,307,88,62,False,False,True,False
GRANDMASTER,Zdv0znnWi_xEOUEfY6blr2_kWccwosMzeL6d9TGYozWhoPQ,INVADED,555,319,285,False,False,True,False
GRANDMASTER,F2SyMLQNxIkjQnsRiaIS1ehoyoZ110_1OJ_PF-LFvgmV_X4,L1sure,416,119,98,False,False,False,False
GRANDMASTER,FQ_vf-8-alHY3Wj3gHEaPQIcaWjBBR7GgdV6ykug8lSc8Q,대못 사부,348,175,156,True,False,False,False
GRANDMASTER,witCq0N-iWS9D2pwsVZNo-9zDjpnvyAQydMp4JKPwJMpstI,과감하게 주다,476,204,178,False,False,False,False
GRANDMASTER,W24vLwdtYSF2U6M978qx2Ev7chv3M2kyjpbAdnAiup_92-4,많이바쁜가,343,271,180,False,False,True,False
GRANDMASTER,POkrcRuM_g9fL_6HWocxbwjPIuhHQV7e90vJLitUxVHIQDc,need time x,250,310,241,False,False,True,False
GRANDMASTER,oNKumc5l5uxIxw-gqqt7CkP4YyKLHpeNfyzGL9NyvYN0fLA,모찌피치모찌피치,400,227,210,True,False,False,False
GRANDMASTER,jK6VHGS78lMbl6bHx1gMBVDtP7LlqcNhMay-bE1y6uCxIw,득이님,271,112,84,False,False,False,False
GRANDMASTER,vpbpI0RlySv815k197HwH4aDxO3ALYkrfWOA83UYUBUkdrY,데스노트 워윅,215,103,89,False,False,True,False
GRANDMASTER,1XTqX0f2xfLiXTp0ycAw-zAsvePbZxtdz3btaTSu-ieT2w,EMP Akanthus,270,415,392,False,False,False,False
GRANDMASTER,Hp_Sq-TlP4725S4f-h4bn3qUeLaQ29xeze5TU9-Pyqo96bI,jiang cheng lu,237,375,361,True,False,False,False
GRANDMASTER,SNO7mHO89B0R_G5o9TkSEF3evoD73CadIXkRFFXyXLZdjXQ,치렝이,225,255,181,False,False,False,False
GRANDMASTER,d9hlvszp5LQhu4Xc4hJsHXY-RSOTb8idU-99Ts99gRV0auY,노해로170에15,345,141,108,True,False,False,False
GRANDMASTER,w5OVuU7wbpNlc9P5bXnV2mo1f5CjKTa_ZW8lmEi-nUwUHw0,pityz,269,351,332,False,False,True,False
GRANDMASTER,463aBqNCmUDhmvKfZKP2IEH153u1PmlbSGGq98Xm64PvOlw,Uehara Ahri,291,193,181,True,False,False,False
GRANDMASTER,cWHeY7jOK50fycrPAdssIyJBedoyLq7bCZVXAJRBVmToPbQ,Want 2 be happy,238,162,134,False,False,False,False
GRANDMASTER,JUwuDKGjvQ09J-uygJXlH_9U5UBhdc-V785sdQpXW4l6G_w,Qishilu11,202,108,78,False,False,True,False
GRANDMASTER,9221ecntyF_9bIj56ZHfiOrTH0obpBnT9aLpsla4ErmTQEQ,쭌 베 fans,504,346,338,True,False,False,False
GRANDMASTER,shpKTg-uwoaS8vbuUEk8uwu7Q06zrRGodj-QoyacqEGb6XY,더 단단해 질테니,204,185,156,False,False,True,True
GRANDMASTER,vU_Dv3bZ-i21ax-ZyXpxJ8XwJW4xmQ4rgR2-pjyI1CjdrA,탁종이,501,180,150,False,False,False,False
GRANDMASTER,D47MJic9PU6hcRtAOZZsLzAfay6MIS0WXfn4tQQT7pZknZs,BRION CROCO,338,83,70,False,False,True,False
GRANDMASTER,Y8N8DiLfzD-MzadDrinFynoFEYlwClEKzBuEtxgGTrAy-vo,2017즐거웠어요,544,139,107,False,False,True,False
GRANDMASTER,CRfL_3XZOO6UCRDf1ns-TkwiRPu6kPTsRWrc10VQ3fqeCeE,나는 과일장사,226,235,210,False,False,True,False
GRANDMASTER,yVy7kYLQ6O6EFPFdVkNfEgXj07bzuEtBeaqwP9trdEt5lzQ,HLE Burger,413,414,403,True,False,True,False
GRANDMASTER,eszrcTiLQSwp_OsX0uzGk2xdZXUx0Cz1cp9fSm5v7y3A5Ow,By myself,296,144,111,False,False,False,False
GRANDMASTER,yLJM5EPrhpRAFsC6zC6Ptp0sVNkqdZQjbEki7K5tLUVoAgA,나는웃방천,261,173,137,True,False,False,False
GRANDMASTER,bZf4qspMoOznIERlUJ76eZoEFKXWt9-QzKqnEms3U2tA0g,BJ갈배,414,437,421,False,False,False,False
GRANDMASTER,XK5VPRwfq77VM6XGxC6n3FqavHfy-3avv2Ru0WlQHehi3EU,둥근해가떡섭니다,568,105,91,False,False,True,False
GRANDMASTER,j_thHJb6qeFcRFilPciMWU5lE3mkJmYxFoLS5FYt7Mui-Pc,지솔직fan,413,274,193,False,False,True,False
GRANDMASTER,P1z2lgcTnNp5rWnQALUHLdH7rxZ7pxzCRzeZn1s__IFoC34,HLE Mireu,533,281,258,False,False,True,False
GRANDMASTER,nQefW7OCJbD9xGoa8Auh5ZiCX6FMjVXfhlJ6e50-VjUM93A,Saber02,405,252,222,True,False,False,False
GRANDMASTER,14e6w9gVRd7f7xsXnp3PHVFlJ7p-52tmzpOA0c9mmICw7W8,PenShui,580,73,68,False,False,False,False
GRANDMASTER,m8_gdauZX25U9ZcVFAzYkNWdEOtH3YSOzZLe9gWFEL_CWoA,happy game4,178,135,116,False,False,True,False
GRANDMASTER,oFxkgo0aYIXwGVRlpgrbBLHkB1GFxUmbrhwqenISmLFH10o,Co24,365,201,168,True,False,False,False
GRANDMASTER,VnbF9N-aY9aSvR9MAPpxgGlbi-T3BSjsQ2ZHVH5O007lvAo,JUGKlNG,439,33,8,False,False,True,False
GRANDMASTER,NBIJqFxhgQync1B3MXHG31u3LLY-YA5ia-dRMKGC1o8i3A,딱 지건 대,501,146,113,False,False,True,False
GRANDMASTER,r_zmqR7dyxqt6ODrXvO3cnxF1VRmh7KBiJe__4bo8YMwnDk,Shan xin,223,229,202,False,False,True,True
GRANDMASTER,DSjFMKLQbLBgHN_W_eTfhQ2I_I-PStj_6TXEk21xVbGmJqc,BOKGU,366,148,119,False,False,False,True
GRANDMASTER,RlEnuzhLOc0hob-e8veJ3USCFLPAu9zzfI6-4Br7l14eoHQ,리하우,344,158,146,False,False,False,False
GRANDMASTER,JyyvYeYa2TQp_B_3PMd21kDQ_rnPJ7Ht0PXH9rq6eVdds1I,wyg,227,129,74,False,False,True,True
GRANDMASTER,kJbFGKqcRqvXe6qw4k5IBqHfmeI20qB7KcAB6jQjPo-P4Gs,Lei Meng Fans,280,305,299,False,False,True,False
GRANDMASTER,WBHsfWseotuucBPNycow2v7r3PxJgyiRu1yvXwt3larRR_s,용호냐,560,135,62,False,False,True,False
GRANDMASTER,XqEtBOkdDqmXhi6AdfRqpBOJ6nBKj0bvgdlRELDTV0Bvdw,doid,266,119,93,True,False,False,False
GRANDMASTER,OepTvlisItClCw5UTmAkUerx-ZuGgXS68D0jHTTV7dCHays,아른아른이미,388,178,141,False,False,False,False
GRANDMASTER,ZwOv32JO8LMeJEkkkkvFTTDdrJ6IxpUx9UFqPXAbDe4_vZk,like cs,315,213,193,False,False,True,False
GRANDMASTER,TIc1P3svsmXlTrFvit2p1C6AphQTzQY798MCTY8mHAsL8d8,몽강당,238,237,217,False,False,True,False
GRANDMASTER,-DhlFewbJTjexTSEzPW1rCbWPR4YaKqMwY1WrNJRVFjPVm0,paddle물 person,401,192,168,False,False,False,False
GRANDMASTER,SfNQBhAHo_l6fKvEz-J0-Nj5mL8QOf1D8PEqDlj6JS2Weao,03 MDL,214,370,353,False,False,True,False
GRANDMASTER,mlD8h_XgdiEKoswEnZtARofTjfLRKv8pytccWdMNAw34tpg,1874,468,236,197,False,False,True,False
GRANDMASTER,-AeyzK8w9X23-14Io0MjnOQkgfPQUlokIg-1XFs62uRVSDQ,Gen G Frim,211,357,353,False,False,True,False
GRANDMASTER,CtzJGz9jn8wyrRP6Pmr5KS7TXCsJcJyGiTqcrNVUheH8WQM,ELaB Prep,198,204,193,False,False,True,True
GRANDMASTER,bjySb70xlM3q80iTY--HpMsCXaZyr3LPb4ccB27RX2P_Pys,오뚜기3분미트볼,305,32,16,False,False,True,False
GRANDMASTER,T-gGVA57ssTSuhgr0NeLauKNwesVGfJcoRNriJ47-T1NPrM,끄으러쉬,219,129,151,False,False,True,True
GRANDMASTER,MaP07mrn8mdApHjY8y2dX3EpRy3JsKyBNASm_Auixq64JQ,STEAK WARWICK,225,95,70,False,False,True,False
GRANDMASTER,gmhMiLnMRgjEzd8Yw0231ugMn_mq7S_38IcoWpsB8eke9RM,다뿌싸삔다,249,103,107,False,False,False,False
GRANDMASTER,q_SkEHRKeqJMwFxSrA9BRYCyAd0OaXcMdWit4DeSv0jSJos,HLE Mulkeong,455,281,270,False,False,True,False
GRANDMASTER,bdUEYkXC1dWFnPmAoHsRDM8Uug0dyCZUrwXeJw_97-fujw,AlvinG0,241,419,392,False,False,False,False
GRANDMASTER,_5Pc7NgLx6jEjZaQ_wpy6LQfpzlHhFop2L92JH7bjudDjw,신 곤,229,194,179,False,False,True,False
GRANDMASTER,_7EdPIpOTDO_yuG_wMfAOQ4VgSXQUle5gvyV-3RtPPepch0,Gen G shanvnei,335,270,253,False,False,True,False
GRANDMASTER,6wfA2fUvswrmfYdDuO-_Xcb8cwcHWfxV2ChbkIlkj0hehQ,ubbu,402,80,56,False,False,False,False
GRANDMASTER,IGnN-kss55J1rjX1jnX0fsspckU7TnVMowUuXhiL2EupzXU,Gen G Meaning,546,423,400,False,False,False,False
GRANDMASTER,xErRZpAd5kS8KsyD47cZRVo69DkK2crWgz0V55TsX8j28w,Flex 정새우,199,265,205,False,False,True,True
GRANDMASTER,dHkzMz1kxwaL6j1_Xu5aO7J3vBrzir3EaGsg0g50rdJWygc,금괴 쌍도라,244,327,326,False,False,True,False
GRANDMASTER,6sQTIJvy9v9utq9jvQd67FS1_5x0HzS-UsLiaUDjGye6AuU,AuSong,510,258,179,False,False,True,False
GRANDMASTER,Nmr6_5snpzdvaaQtCmPg5zbiSBVkktO5G77uZUirkd0XdHk,어린이즈,359,232,200,True,False,False,False
GRANDMASTER,zFnkHz97dGDz8leGTQBVFUB7IwBd982VpyXsg7SbA-EmEfM,쪼꼬맹이 미유,464,140,99,False,False,False,False
GRANDMASTER,zgId4EY9NNaOjW2PKetJy-BnrrFD3JK8J7RNjFQgW7kmI-c,Gaze  x,182,346,330,True,False,False,False
GRANDMASTER,PDBxOAxTR0hpt9TXbwOlAPv85xohpBoM8kQTBXKXGlfWh-Q,멍멍뭉뭉미,212,225,218,False,False,False,False
GRANDMASTER,EChUhkiZqOD9zTUYEyZLSgP6ch9NNQPkRkbCXab1MNCv8SY,혜쉬님의 댕댕이,581,266,235,False,False,True,False
GRANDMASTER,GGvPAJZOALZTAST3Gx0emKs9qLRLI5rJNSsGpJ4OdVTLoec,FA DoRun,430,192,153,False,False,False,False
GRANDMASTER,KOdMupq3TUhJMLpQaaqJhrkxzxZ2LWtJ1IztTLTCmDbhj3Q,WE 77,588,180,157,False,False,True,False
GRANDMASTER,13eCnY30IAzOyq3ictbDrSaM6UH75PwhRVFTHwMgCyej1HI,아프리카TV리리스,459,111,87,True,False,False,False
GRANDMASTER,d0sBH5oedkcm_JaC40U4tlOAxroI52a5MfxxRRkW0lK2VqA,Princesscat,559,258,164,True,False,False,False
GRANDMASTER,tEANdfuS-XTeXxQ8pXaIhjMw4ZRVyfZKhacJXF8Eyh7RJ3k,북두칠성 간부,253,423,411,False,False,False,False
GRANDMASTER,VN7-U7TgpyQyPzTJKw7Vdtbh4qjHLSfQXVdwcF1t0bXua5Y,Urgot Thebausffs,259,181,140,False,False,True,False
GRANDMASTER,0FvwQJdwQJ3s1zRXL_yW6nMupFvVMbtnNyY4SdzDYbgRqLc,guajibannian,274,133,56,False,False,True,False
GRANDMASTER,LoG7CvJCP94QrGb1FKrv04AGJ1Dg4Z1MeM9s5vdgQZvRBw,볼빵빵 다람쥐,323,316,295,False,False,True,False
GRANDMASTER,AbC2UlWDj-GegKHQ_2kHYA_QcBRptvXs0kgtyuZPBSFWWDA,하필칭찬받다2,341,146,123,True,False,False,False
GRANDMASTER,5BchBBGmw7dsyEPqpfAfXqdRsM38xAID10xcRQ4UfpnQSQ,병기형이다z,238,305,289,False,False,False,False
GRANDMASTER,yB1Fxys-3aSZhINFL_LtKhZjFrlitNmXN9gDihWgFXEuHYU,baby sen,118,230,155,False,False,True,False
GRANDMASTER,Tnzp2L0A7Sj2ExRum0E6K-Zr0ZiZ4JYgAMLz48wRh1Fn9fQ,Mango Fish,383,143,67,False,False,True,False
GRANDMASTER,Txf4t-AAr1yvumH-tnC3oESEbZYZs3W-WVdz_14hu67XwA,청주시 조동민,255,164,146,False,False,False,False
GRANDMASTER,nrWkHDu_uFMoR2dQ775UUKQQZWOGqoqXnAHfttSNyNjK76g,last year01,386,367,353,False,False,False,False
GRANDMASTER,vZbe4AxgirLHZCb4u74IUoWfG-1FAV6AHgndnFEnoX9ggXM,지하도시 비돌,248,60,39,False,False,True,False
GRANDMASTER,tk-XjNZSmWxX24Au-F7-OeTm_sLQ_PXh0yluiz6j6Wqb0HA,zoe fan,359,117,93,False,False,False,True
GRANDMASTER,myg9W9diiV2PtdGdjWREskdi0AwvkSilfb-biTP2QnaDa8A,Synchronic1ty ,323,231,198,False,False,True,True
